Callaway_Club,Vice Pro,2023-03-05 15:50:05,169.4,184.0,114.9,4216.0,755.1,4.7,18.8,44.6,51.44 yds,29.9,27.4,10.3,169.3,0.0,DR-NS,78.5,-2.4,0.0,6.0,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,173.0,195.7,124.0,2679.1,-204.9,-2.7,7.8,21.6,31.29 yds,11.7,-12.7,-4.4,172.7,0.0,DR-NS,89.9,-1.0,0.0,-3.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,178.3,189.1,122.6,3515.0,1115.9,4.9,11.9,33.5,57.02 yds,19.5,38.5,18.5,178.1,0.0,DR-NS,87.2,-4.4,0.0,6.7,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,211.9,234.1,128.3,2095.9,102.6,3.5,16.9,37.7,21.91 yds,29.7,16.9,2.8,211.9,0.0,DR-NS,90.6,1.7,0.0,4.0,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,200.9,213.6,124.6,2510.4,534.1,5.8,19.8,43.6,43.6 yds,34.5,38.2,12.3,200.8,0.0,DR-NS,91.1,-4.6,0.0,7.7,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,185.2,202.8,123.6,4067.6,140.7,-1.8,13.5,39.7,20.05 yds,25.6,-3.0,2.0,185.1,0.0,DR-NS,89.6,-3.0,0.0,-1.8,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,202.5,221.2,126.0,2755.1,-50.4,-0.9,18.5,43.2,16.84 ft,34.2,-4.8,-1.0,202.3,0.0,DR-NS,91.0,-0.1,0.0,-1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callaway_Club,Vice Pro,2023-03-05 15:50:05,202.6,213.7,132.8,3847.4,748.8,5.0,12.6,39.4,41.22 yds,27.6,36.3,11.2,202.4,0.0,DR-NS,92.3,-1.0,0.0,6.2,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
